Name,Muscle Group,Equipment,Category,Aliases,Type
Muscle Snatch,full_body,barbell,compound,BB Muscle Snatch,strength
Muscle Snatch Dumbbell,full_body,dumbbell,compound,DB Muscle Snatch,strength
One Arm Long Cycle KB,full_body,kettlebell,compound,Single Arm KB Long Cycle,strength
Overhead Carry Barbell,full_body,barbell,compound,BB Overhead Carry,carry_sled
Overhead Sandbag Lunge,full_body,other,compound,Sandbag Lunge Overhead,strength
Overhead Squat Snatch,full_body,barbell,compound,Snatch Overhead Squat,strength
Parachute Sprint,full_body,other,cardio,Sprint with Parachute,endurance
Plate Ground to Overhead,full_body,other,compound,Plate GTO,strength
Plyo Lunge,full_body,bodyweight,plyometric,Plyometric Lunge,bodyweight
Pogo Jump,full_body,bodyweight,plyometric,Pogo Hops,bodyweight
Power Clean and Push Press,full_body,barbell,compound,Clean Push Press,strength
Power Clean from Blocks,full_body,barbell,compound,Block Clean,strength
Power Jerk,full_body,barbell,compound,BB Power Jerk,strength
Power Skip,full_body,bodyweight,plyometric,Power Skips,bodyweight
Power Snatch from Hang,full_body,barbell,compound,Hang Snatch Power,strength
Press in Clean,full_body,barbell,compound,Sots Press,strength
Pro Agility Shuttle,full_body,bodyweight,cardio,5-10-5 Drill,endurance
Prowler Push Heavy,full_body,other,compound,Heavy Sled Push,carry_sled
Push Jerk,full_body,barbell,compound,BB Push Jerk,strength
Push Up to Renegade Row,full_body,dumbbell,compound,Push Up Row,strength
RDL to Upright Row,full_body,barbell,compound,RDL Upright Row,strength
Ring Row,full_body,bodyweight,compound,Gymnastics Ring Row,bodyweight
Rope Climb,full_body,bodyweight,compound,Rope Climb Exercise,bodyweight
Rower Intervals,full_body,machine,cardio,"Rowing Intervals, Row Intervals",erg
Rowing Machine,full_body,machine,cardio,"Rower, Erg, Indoor Rowing, Rowing Erg, Concept 2 Row",erg
Rowing Machine Sprint,full_body,machine,cardio,Rowing Max Effort,erg
Rowing Sprint,full_body,machine,cardio,"500m Row, Row Sprint",erg
Running,full_body,bodyweight,cardio,"Run, Jog, Jogging, Outdoor Run",endurance
Sandbag Bear Hug Carry,full_body,other,compound,Bear Hug Carry,carry_sled
Sandbag Carry,full_body,other,compound,Sand Bag Carry,carry_sled
Sandbag Clean,full_body,other,compound,Sand Bag Clean,strength
Sandbag Clean to Shoulder,full_body,other,compound,Sandbag Shoulder,strength
Sandbag Get Up,full_body,other,compound,Sand Bag Get Up,strength
Sandbag Over Shoulder,full_body,other,compound,Bag Over Shoulder,strength
Sandbag Over Wall,full_body,other,compound,Sandbag Wall Throw,strength
Sandbag Squat,full_body,other,compound,Sand Bag Squat,strength
Sandbag Squat Clean,full_body,other,compound,Sandbag Clean Squat,strength
Sandbag Thruster,full_body,other,compound,Sand Bag Thruster,strength
Seated Box Jump,full_body,bodyweight,plyometric,Seated Vertical Jump,bodyweight
Shuttle Run,full_body,bodyweight,cardio,Shuttle Sprint,endurance
Single Arm DB Snatch,full_body,dumbbell,compound,One Arm Dumbbell Snatch,strength
Single Arm Kettlebell Clean,full_body,kettlebell,compound,One Arm KB Clean,strength
Single Leg Bound,full_body,bodyweight,plyometric,Single Leg Bounding,bodyweight
Single Leg Box Jump,full_body,bodyweight,plyometric,One Leg Box Jump,bodyweight
Single Leg Hop,full_body,bodyweight,plyometric,One Leg Hop,bodyweight
Skater Jump,full_body,bodyweight,plyometric,"Skaters, Ice Skaters",bodyweight
Ski Erg,full_body,machine,cardio,"Ski Ergometer, SkiErg",erg
SkiErg Sprint,full_body,machine,cardio,Ski Erg Sprint,erg
Slam Ball,full_body,other,plyometric,Slam Ball Exercise,strength
Sled March,full_body,other,compound,Prowler March,carry_sled
Sled Push Sprint,full_body,other,compound,Prowler Sprint,carry_sled
Sled Push Sprint Short,full_body,other,compound,Short Sled Push,carry_sled
Sled Row,full_body,other,compound,Sled Hand Over Hand Row,carry_sled
Snatch Balance,full_body,barbell,compound,Drop Snatch,strength
Snatch Extension,full_body,barbell,compound,Snatch Pull Extension,strength
Snatch from Blocks,full_body,barbell,compound,Block Snatch,strength
Snatch High Pull,full_body,barbell,compound,Snatch Pull,strength
Split Clean,full_body,barbell,compound,Clean to Split,strength
Split Jerk,full_body,barbell,compound,BB Split Jerk,strength
Sprawl,full_body,bodyweight,compound,Sprawl Exercise,bodyweight
Sprint,full_body,bodyweight,cardio,"Running Sprint, Sprints",endurance
Squat Jerk,full_body,barbell,compound,BB Squat Jerk,strength
Squat Jump,full_body,bodyweight,plyometric,"Jump Squat, Squat Jumps, Jumping Squat",bodyweight
Squat to Overhead Press,full_body,dumbbell,compound,"Squat Press, DB Squat to Press",strength
Stair Climber,full_body,machine,cardio,"Stairmaster, Stair Master, Step Mill",endurance
Stairmaster Intervals,full_body,machine,cardio,Stair Climber Intervals,endurance
Star Jump,full_body,bodyweight,plyometric,Star Jumps,bodyweight
Stationary Bike,full_body,machine,cardio,"Cycle, Exercise Bike, Bike, Spin Bike",erg
Stone Load to Platform,full_body,other,compound,Stone Load,strength
Stone to Shoulder,full_body,other,compound,Stone Over Shoulder,strength
Sumo Deadlift High Pull,full_body,barbell,compound,"SDHP, Sumo High Pull",strength
Swimming,full_body,other,cardio,"Swim, Pool Swim, Lap Swim",endurance
Swimming Intervals,full_body,other,cardio,Swim Intervals,endurance
T-Drill,full_body,bodyweight,cardio,T Agility Drill,endurance
Tabata Sprints,full_body,bodyweight,cardio,Tabata Sprint,endurance
Tall Clean,full_body,barbell,compound,BB Tall Clean,strength
Tall Snatch,full_body,barbell,compound,BB Tall Snatch,strength
Tire Flip,full_body,other,compound,Tyre Flip,strength
Trap Bar Carry,full_body,barbell,compound,Hex Bar Carry,carry_sled
Trap Bar Farmers Walk,full_body,barbell,compound,Hex Bar Farmer Walk,carry_sled
Treadmill Incline Walk,full_body,machine,cardio,"Incline Walk, Treadmill Incline",endurance
Treadmill Run,full_body,machine,cardio,"Treadmill, Treadmill Jog, Treadmill Walk",endurance
Treadmill Sprint,full_body,machine,cardio,Treadmill Max Sprint,endurance
Tuck Jump,full_body,bodyweight,plyometric,Tuck Jumps,bodyweight
Turkish Get Up Barbell,full_body,barbell,compound,BB Turkish Get Up,strength
Turkish Get Up Dumbbell,full_body,dumbbell,compound,DB Turkish Get Up,strength
Turkish Get Up to Windmill,full_body,kettlebell,compound,TGU to Windmill,strength
Versa Climber Intervals,full_body,machine,cardio,VersaClimber Intervals,endurance
VersaClimber,full_body,machine,cardio,Versa Climber,endurance
Vertical Jump,full_body,bodyweight,plyometric,Max Vertical Jump,bodyweight
Wall Ball,full_body,other,compound,"Wall Ball Shot, Wall Balls",strength
Weighted Vest Run,full_body,other,cardio,Ruck Run,endurance
Weighted Vest Walk,full_body,other,cardio,"Rucking, Ruck Walk",endurance
World's Greatest Stretch,full_body,bodyweight,compound,"Worlds Greatest Stretch, WGS",bodyweight
Yoke Walk,full_body,other,compound,Yoke Carry,carry_sled
Yoke Walk Heavy,full_body,other,compound,Heavy Yoke,carry_sled
Zercher Carry,full_body,barbell,compound,Zercher Walk,carry_sled
